page	line	occurrence	token	token_start	token_end	marked_index	current_context	reviewed_token	mark_on	status
bnf-f0149	c2-l036	1	tirão	10	15	3	rão	tirão	a	batch_review_unverified
bnf-f0149	c2-l036	2	ſão	42	45	1	ſão	ſão	a	batch_review_unverified
bnf-f0149	c2-l046	1	boyãoſinho	18	28	3	yão	boyãoſinho	a	batch_review_unverified
bnf-f0150	c1-l010	1	hũa	26	29	1	hũa	hũa	u	batch_review_unverified
bnf-f0150	c1-l012	1	hũa	8	11	1	hũa	hũa	u	batch_review_unverified
bnf-f0150	c1-l014	1	Hũas	12	16	1	Hũa	Hũas	u	batch_review_unverified
bnf-f0150	c1-l014	2	eſtão	34	39	3	tão	eſtão	a	batch_review_unverified
bnf-f0150	c1-l017	1	Rabão	19	24	3	bão	Rabão	a	batch_review_unverified
bnf-f0150	c1-l018	1	rabão	31	36	3	bão	rabão	a	batch_review_unverified
bnf-f0150	c1-l028	1	Porção	7	13	4	ção	Porção	a	batch_review_unverified
bnf-f0150	c1-l029	1	hũa	5	8	1	hũa	hũa	u	batch_review_unverified
bnf-f0150	c1-l030	1	porção	27	33	4	ção	porção	a	batch_review_unverified
bnf-f0150	c1-l031	1	ração	0	5	3	ção	ração	a	batch_review_unverified
bnf-f0150	c1-l032	1	porção	28	34	4	ção	porção	a	batch_review_unverified
bnf-f0150	c1-l035	1	compaixão	31	40	7	xão	compaixão	a	batch_review_unverified
bnf-f0150	c1-l039	1	celebrão	0	8	6	rão	celebrão	a	batch_review_unverified
bnf-f0150	c2-l002	1	algũa	31	36	3	gũa	algũa	u	batch_review_unverified
bnf-f0150	c2-l003	1	Hũa	9	12	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0150	c2-l020	1	denominão	29	38	7	não	denominão	a	batch_review_unverified
bnf-f0150	c2-l021	1	chamão	0	6	4	mão	chamão	a	batch_review_unverified
bnf-f0150	c2-l024	1	Não	15	18	1	Não	Não	a	batch_review_unverified
bnf-f0150	c2-l026	1	paixão	0	6	4	xão	paixão	a	batch_review_unverified
bnf-f0150	c2-l035	1	roação	0	6	4	ção	roação	a	batch_review_unverified
bnf-f0150	c2-l047	1	algũa	22	27	3	gũa	algũa	u	batch_review_unverified
bnf-f0151	c1-l016	1	algũa	11	16	3	gũa	algũa	u	batch_review_unverified
bnf-f0151	c1-l029	1	algũas	19	25	3	gũa	algũas	u	batch_review_unverified
bnf-f0151	c1-l034	1	coração	28	35	5	ção	coração	a	batch_review_unverified
bnf-f0151	c1-l035	1	coração	26	33	5	ção	coração	a	batch_review_unverified
bnf-f0151	c1-l041	1	meditação	9	18	7	ção	meditação	a	batch_review_unverified
bnf-f0151	c2-l014	1	golfão	30	36	4	fão	golfão	a	batch_review_unverified
bnf-f0151	c2-l021	1	Grãos	14	19	2	rão	Grãos	a	batch_review_unverified
bnf-f0151	c2-l021	2	feijões	24	31	4	jõe	feijões	o	batch_review_unverified
bnf-f0151	c2-l021	3	Iapão	35	40	3	pão	Iapão	a	batch_review_unverified
bnf-f0151	c2-l035	1	comendação	15	25	8	ção	comendação	a	batch_review_unverified
bnf-f0151	c2-l041	1	botão	28	33	3	tão	botão	a	batch_review_unverified
bnf-f0151	c2-l041	2	algũa	34	39	3	gũa	algũa	u	batch_review_unverified
bnf-f0152	c1-l007	1	Pregação	8	16	6	ção	Pregação	a	batch_review_unverified
bnf-f0152	c1-l014	1	algũa	23	28	3	gũa	algũa	u	batch_review_unverified
bnf-f0152	c1-l016	1	ceſſarão	6	14	6	rão	ceſſarão	a	batch_review_unverified
bnf-f0152	c1-l016	2	acabarão	19	27	6	rão	acabarão	a	batch_review_unverified
bnf-f0152	c1-l020	1	Iapão	22	27	3	pão	Iapão	a	batch_review_unverified
bnf-f0152	c1-l026	1	Hũa	7	10	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0152	c1-l027	1	Não	21	24	1	Não	Não	a	batch_review_unverified
bnf-f0152	c1-l029	1	Deſtruição	23	33	8	ção	Deſtruição	a	batch_review_unverified
bnf-f0152	c1-l031	1	dalgũa	0	6	4	gũa	dalgũa	u	batch_review_unverified
bnf-f0152	c1-l032	1	continuão	24	33	7	uão	continuão	a	batch_review_unverified
bnf-f0152	c1-l033	1	encomendão	13	23	8	dão	encomendão	a	batch_review_unverified
bnf-f0152	c1-l038	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0152	c1-l039	1	não	3	6	1	não	não	a	batch_review_unverified
bnf-f0152	c2-l005	1	alguẽ	0	5	4	uẽ	alguẽ	e	batch_review_unverified
bnf-f0152	c2-l005	2	não	35	38	1	não	não	a	batch_review_unverified
bnf-f0152	c2-l008	1	ladrão	0	6	4	rão	ladrão	a	batch_review_unverified
bnf-f0152	c2-l020	1	algũa	0	5	3	gũa	algũa	u	batch_review_unverified
bnf-f0152	c2-l022	1	algũa	34	39	3	gũa	algũa	u	batch_review_unverified
bnf-f0152	c2-l032	1	feição	10	16	4	ção	feição	a	batch_review_unverified
bnf-f0152	c2-l040	1	dalgũa	30	36	4	gũa	dalgũa	u	batch_review_unverified
bnf-f0153	c1a-l001	1	Oſtentação	6	16	8	ção	Oſtentação	a	batch_review_unverified
bnf-f0153	c1a-l001	2	dalgũa	17	23	4	gũa	dalgũa	u	batch_review_unverified
bnf-f0153	c1a-l002	1	oſtentação	15	25	8	ção	oſtentação	a	batch_review_unverified
bnf-f0153	c1a-l006	1	oſtentação	28	38	8	ção	oſtentação	a	batch_review_unverified
bnf-f0153	c1a-l009	1	vão	33	36	1	vão	vão	a	batch_review_unverified
bnf-f0153	c1a-l010	1	leuão	32	37	3	uão	leuão	a	batch_review_unverified
bnf-f0153	c1a-l017	1	barcação	0	8	6	ção	barcação	a	batch_review_unverified
bnf-f0153	c1a-l026	1	chamão	37	43	4	mão	chamão	a	batch_review_unverified
bnf-f0153	c1a-l029	1	algũa	6	11	3	gũa	algũa	u	batch_review_unverified
bnf-f0153	c1a-l034	1	leuão	10	15	3	uão	leuão	a	batch_review_unverified
bnf-f0153	c1a-l034	2	vão	36	39	1	vão	vão	a	batch_review_unverified
bnf-f0153	c1a-l037	1	Balcão	13	19	4	cão	Balcão	a	batch_review_unverified
bnf-f0153	c2-l004	1	Não	32	35	1	Não	Não	a	batch_review_unverified
bnf-f0153	c2-l011	1	ſignificação	36	48	10	ção	ſignificação	a	batch_review_unverified
bnf-f0153	c2-l014	1	Formãoſe	27	35	4	mão	Formãoſe	a	batch_review_unverified
bnf-f0153	c2-l022	1	barcação	0	8	6	ção	barcação	a	batch_review_unverified
bnf-f0153	c2-l030	1	ſeruirão	24	32	6	rão	ſeruirão	a	batch_review_unverified
bnf-f0153	c2-l032	1	lũa	6	9	1	lũa	lũa	u	batch_review_unverified
bnf-f0153	c2-l035	1	algũa	25	30	3	gũa	algũa	u	batch_review_unverified
bnf-f0153	c2-l036	1	perfeição	20	29	7	ção	perfeição	a	batch_review_unverified
bnf-f0153	c2-l047	1	ſaẽ	21	24	2	aẽ	ſaẽ	e	batch_review_unverified
bnf-f0154	c1-l002	1	não	0	3	1	não	não	a	batch_review_unverified
bnf-f0154	c1-l004	1	Embarcação	8	18	8	ção	Embarcação	a	batch_review_unverified
bnf-f0154	c1-l006	1	latão	16	21	3	tão	latão	a	batch_review_unverified
bnf-f0154	c1-l009	1	agaſalhão	32	41	7	hão	agaſalhão	a	batch_review_unverified
bnf-f0154	c1-l013	1	imaginão	8	16	6	não	imaginão	a	batch_review_unverified
bnf-f0154	c1-l016	1	vão	25	28	1	vão	vão	a	batch_review_unverified
bnf-f0154	c1-l042	1	dão	14	17	1	dão	dão	a	batch_review_unverified
bnf-f0154	c1-l045	1	eſtão	37	42	3	tão	eſtão	a	batch_review_unverified
bnf-f0154	c2-l001	1	gũa	0	3	1	gũa	gũa	u	batch_review_unverified
bnf-f0154	c2-l001	2	dedução	14	21	5	ção	dedução	a	batch_review_unverified
bnf-f0154	c2-l002	1	dedução	27	34	5	ção	dedução	a	batch_review_unverified
bnf-f0154	c2-l010	1	algũa	30	35	3	gũa	algũa	u	batch_review_unverified
bnf-f0154	c2-l018	1	algũa	4	9	3	gũa	algũa	u	batch_review_unverified
bnf-f0154	c2-l022	1	ſoão	19	23	2	oão	ſoão	a	batch_review_unverified
bnf-f0154	c2-l035	1	hũa	16	19	1	hũa	hũa	u	batch_review_unverified
bnf-f0154	c2-l036	1	algũa	27	32	3	gũa	algũa	u	batch_review_unverified
bnf-f0154	c2-l038	1	acabarão	19	27	6	rão	acabarão	a	batch_review_unverified
bnf-f0154	c2-l039	1	Cõuidar	13	20	1	Cõu	Cõuidar	o	batch_review_unverified
bnf-f0154	c2-l039	2	alguẽ	23	28	4	uẽ	alguẽ	e	batch_review_unverified
bnf-f0154	c2-l041	1	não	28	31	1	não	não	a	batch_review_unverified
bnf-f0155	c1a-l001	1	vão	20	23	1	vão	vão	a	batch_review_unverified
bnf-f0155	c1b-l007	1	hũa	27	30	1	hũa	hũa	u	batch_review_unverified
bnf-f0155	c1b-l009	1	feição	39	45	4	ção	feição	a	batch_review_unverified
bnf-f0155	c1b-l019	1	roupão	32	38	4	pão	roupão	a	batch_review_unverified
bnf-f0155	c1b-l020	1	Iapão	6	11	3	pão	Iapão	a	batch_review_unverified
bnf-f0155	c1b-l029	1	algũa	14	19	3	gũa	algũa	u	batch_review_unverified
bnf-f0155	c2-l005	1	Hũa	9	12	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0155	c2-l006	1	dalgũa	17	23	4	gũa	dalgũa	u	batch_review_unverified
bnf-f0155	c2-l006	2	não	36	39	1	não	não	a	batch_review_unverified
bnf-f0155	c2-l010	1	quẽtura	30	37	2	uẽt	quẽtura	e	batch_review_unverified
bnf-f0155	c2-l035	1	Não	17	20	1	Não	Não	a	batch_review_unverified
bnf-f0155	c2-l040	1	hũa	17	20	1	hũa	hũa	u	batch_review_unverified
bnf-f0155	c2-l043	1	algũa	18	23	3	gũa	algũa	u	batch_review_unverified
bnf-f0155	c2-l047	1	Não	12	15	1	Não	Não	a	batch_review_unverified
bnf-f0156	c1-l043	1	Hũa	31	34	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0156	c1-l044	1	mão	0	3	1	mão	mão	a	batch_review_unverified
bnf-f0156	c1-l044	2	mão	16	19	1	mão	mão	a	batch_review_unverified
bnf-f0156	c1-l045	1	não	36	39	1	não	não	a	batch_review_unverified
bnf-f0156	c1-l046	1	pellejão	0	8	6	jão	pellejão	a	batch_review_unverified
bnf-f0156	c1-l046	2	hũa	19	22	1	hũa	hũa	u	batch_review_unverified
bnf-f0156	c1-l046	3	mão	23	26	1	mão	mão	a	batch_review_unverified
bnf-f0156	c1-l047	1	não	15	18	1	não	não	a	batch_review_unverified
bnf-f0156	c1-l048	1	mão	6	9	1	mão	mão	a	batch_review_unverified
bnf-f0156	c2-l004	1	aſſentão	26	34	6	tão	aſſentão	a	batch_review_unverified
bnf-f0156	c2-l006	1	ficão	20	25	3	cão	ficão	a	batch_review_unverified
bnf-f0156	c2-l037	1	hũa	29	32	1	hũa	hũa	u	batch_review_unverified
bnf-f0156	c2-l040	1	mão	6	9	1	mão	mão	a	batch_review_unverified
bnf-f0156	c2-l041	1	eſcriuão	0	8	6	uão	eſcriuão	a	batch_review_unverified
bnf-f0156	c2-l042	1	Irmãos	19	25	3	mão	Irmãos	a	batch_review_unverified
bnf-f0156	c2-l044	1	guarnição	22	31	7	ção	guarnição	a	batch_review_unverified
bnf-f0156	c2-l045	1	hũa	27	30	1	hũa	hũa	u	batch_review_unverified
bnf-f0157	c1-l001	1	eſtão	31	36	3	tão	eſtão	a	batch_review_unverified
bnf-f0157	c1-l012	1	algũa	10	15	3	gũa	algũa	u	batch_review_unverified
bnf-f0157	c1-l012	2	não	30	33	1	não	não	a	batch_review_unverified
bnf-f0157	c1-l013	1	borcão	16	22	4	cão	borcão	a	batch_review_unverified
bnf-f0157	c1-l014	1	embarcação	17	27	8	ção	embarcação	a	batch_review_unverified
bnf-f0157	c1-l021	1	rapão	22	27	3	pão	rapão	a	batch_review_unverified
bnf-f0157	c1-l021	2	dão	32	35	1	dão	dão	a	batch_review_unverified
bnf-f0157	c1-l022	1	mão	0	3	1	mão	mão	a	batch_review_unverified
bnf-f0157	c1-l022	2	buſcão	16	22	4	cão	buſcão	a	batch_review_unverified
bnf-f0157	c1-l022	3	ſaluação	25	33	6	ção	ſaluação	a	batch_review_unverified
bnf-f0157	c1-l027	1	Chão	22	26	2	hão	Chão	a	batch_review_unverified
bnf-f0157	c1-l033	1	encarnação	19	29	8	ção	encarnação	a	batch_review_unverified
bnf-f0157	c1-l035	1	coſtumão	20	28	6	mão	coſtumão	a	batch_review_unverified
bnf-f0157	c1-l039	1	coração	29	36	5	ção	coração	a	batch_review_unverified
bnf-f0157	c1-l040	1	opinião	0	7	5	ião	opinião	a	batch_review_unverified
bnf-f0157	c1-l045	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0157	c2-l014	1	deuação	14	21	5	ção	deuação	a	batch_review_unverified
bnf-f0157	c2-l015	1	não	3	6	1	não	não	a	batch_review_unverified
bnf-f0157	c2-l017	1	quietação	0	9	7	ção	quietação	a	batch_review_unverified
bnf-f0157	c2-l020	1	feição	14	20	4	ção	feição	a	batch_review_unverified
bnf-f0157	c2-l020	2	fechão	37	43	4	hão	fechão	a	batch_review_unverified
bnf-f0157	c2-l021	1	hũa	4	7	1	hũa	hũa	u	batch_review_unverified
bnf-f0157	c2-l033	1	bebião	5	11	4	ião	bebião	a	batch_review_unverified
bnf-f0157	c2-l038	1	Religião	16	24	6	ião	Religião	a	batch_review_unverified
bnf-f0157	c2-l039	1	geração	0	7	5	ção	geração	a	batch_review_unverified
bnf-f0158	c1-l024	1	meditações	18	28	7	çõe	meditações	o	batch_review_unverified
bnf-f0158	c1-l041	1	não	22	25	1	não	não	a	batch_review_unverified
bnf-f0158	c1-l042	1	não	33	36	1	não	não	a	batch_review_unverified
bnf-f0158	c1-l043	1	reprenſão	11	20	7	ſão	reprenſão	a	batch_review_unverified
bnf-f0158	c2-l005	1	falcão	22	28	4	cão	falcão	a	batch_review_unverified
bnf-f0158	c2-l012	1	Torrão	27	33	4	rão	Torrão	a	batch_review_unverified
bnf-f0158	c2-l013	1	Dôquã	0	5	4	uã	Dôquã	a	batch_review_unverified
bnf-f0158	c2-l014	1	vigião	38	44	4	ião	vigião	a	batch_review_unverified
bnf-f0158	c2-l015	1	Perturbação	21	32	9	ção	Perturbação	a	batch_review_unverified
bnf-f0158	c2-l017	1	perturbação	0	11	9	ção	perturbação	a	batch_review_unverified
bnf-f0158	c2-l022	1	Rezão	6	11	3	zão	Rezão	a	batch_review_unverified
bnf-f0158	c2-l023	1	rezão	27	32	3	zão	rezão	a	batch_review_unverified
bnf-f0158	c2-l025	1	rezão	0	5	3	zão	rezão	a	batch_review_unverified
bnf-f0158	c2-l026	1	rezão	28	33	3	zão	rezão	a	batch_review_unverified
bnf-f0158	c2-l037	1	paſſão	27	33	4	ſão	paſſão	a	batch_review_unverified
bnf-f0158	c2-l041	1	algũa	37	42	3	gũa	algũa	u	batch_review_unverified
bnf-f0159	c1-l003	1	perturbação	23	34	9	ção	perturbação	a	batch_review_unverified
bnf-f0159	c1-l008	1	ditações	0	8	5	çõe	ditações	o	batch_review_unverified
bnf-f0159	c1-l025	1	eſtão	10	15	3	tão	eſtão	a	batch_review_unverified
bnf-f0159	c1-l027	1	meditações	0	10	7	çõe	meditações	o	batch_review_unverified
bnf-f0159	c1-l027	2	Perfeição	29	38	7	ção	Perfeição	a	batch_review_unverified
bnf-f0159	c1-l042	1	meditações	11	21	7	çõe	meditações	o	batch_review_unverified
bnf-f0159	c1-l046	1	ção	0	3	1	ção	ção	a	batch_review_unverified
bnf-f0159	c2-l008	1	Deuação	7	14	5	ção	Deuação	a	batch_review_unverified
bnf-f0159	c2-l008	2	ſaluação	29	37	6	ção	ſaluação	a	batch_review_unverified
bnf-f0159	c2-l009	1	deuação	30	37	5	ção	deuação	a	batch_review_unverified
bnf-f0159	c2-l010	1	deuação	28	35	5	ção	deuação	a	batch_review_unverified
bnf-f0159	c2-l015	1	ſaluação	0	8	6	ção	ſaluação	a	batch_review_unverified
bnf-f0159	c2-l018	1	geração	28	35	5	ção	geração	a	batch_review_unverified
bnf-f0159	c2-l020	1	geração	15	22	5	ção	geração	a	batch_review_unverified
bnf-f0159	c2-l022	1	condição	26	34	6	ção	condição	a	batch_review_unverified
bnf-f0159	c2-l031	1	hũa	29	32	1	hũa	hũa	u	batch_review_unverified
bnf-f0159	c2-l032	1	imaginão	9	17	6	não	imaginão	a	batch_review_unverified
bnf-f0159	c2-l035	1	conjunção	12	21	7	ção	conjunção	a	batch_review_unverified
bnf-f0159	c2-l036	1	Iapão	36	41	3	pão	Iapão	a	batch_review_unverified
bnf-f0160	c1-l002	1	Iapão	11	16	3	pão	Iapão	a	batch_review_unverified
bnf-f0160	c1-l007	1	Gudão	18	23	3	dão	Gudão	a	batch_review_unverified
bnf-f0160	c1-l017	1	não	42	45	1	não	não	a	batch_review_unverified
bnf-f0160	c1-l018	1	tão	3	6	1	tão	tão	a	batch_review_unverified
bnf-f0160	c1f-l004	1	religião	9	17	6	ião	religião	a	batch_review_unverified
bnf-f0160	c1f-l007	1	zerãoſe	0	7	3	rão	zerãoſe	a	batch_review_unverified
bnf-f0160	c2-l005	1	oſtentação	18	28	8	ção	oſtentação	a	batch_review_unverified
bnf-f0160	c2-l013	1	Não	7	10	1	Não	Não	a	batch_review_unverified
bnf-f0160	c2-l017	1	algũa	23	28	3	gũa	algũa	u	batch_review_unverified
bnf-f0160	c2-l018	1	Hũas	8	12	1	Hũa	Hũas	u	batch_review_unverified
bnf-f0160	c2-l018	2	cuſtumão	32	40	6	mão	cuſtumão	a	batch_review_unverified
bnf-f0160	c2-l019	1	Iapão	0	5	3	pão	Iapão	a	batch_review_unverified
bnf-f0160	c2-l019	2	não	24	27	1	não	não	a	batch_review_unverified
bnf-f0160	c2-l019	3	chegão	28	34	4	gão	chegão	a	batch_review_unverified
bnf-f0160	c2-l031	1	algũa	34	39	3	gũa	algũa	u	batch_review_unverified
bnf-f0160	c2-l040	1	não	7	10	1	não	não	a	batch_review_unverified
bnf-f0160	c2-l045	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0160	c2-l046	1	eſtão	33	38	3	tão	eſtão	a	batch_review_unverified
bnf-f0161	c1-l015	1	Não	4	7	1	Não	Não	a	batch_review_unverified
bnf-f0161	c1-l015	2	não	29	32	1	não	não	a	batch_review_unverified
bnf-f0161	c1-l018	1	Couſabõa	13	21	6	bõa	Couſabõa	o	batch_review_unverified
bnf-f0161	c1-l020	1	Não	0	3	1	Não	Não	a	batch_review_unverified
bnf-f0161	c1-l021	1	Não	17	20	1	Não	Não	a	batch_review_unverified
bnf-f0161	c1-l022	1	não	3	6	1	não	não	a	batch_review_unverified
bnf-f0161	c1-l025	1	falcão	3	9	4	cão	falcão	a	batch_review_unverified
bnf-f0161	c1-l030	1	prohibição	3	13	8	ção	prohibição	a	batch_review_unverified
bnf-f0161	c1-l037	1	hũa	19	22	1	hũa	hũa	u	batch_review_unverified
bnf-f0161	c1-l038	1	mudão	24	29	3	dão	mudão	a	batch_review_unverified
bnf-f0161	c1-l039	1	chamão	13	19	4	mão	chamão	a	batch_review_unverified
bnf-f0161	c1-l042	1	inuenção	22	30	6	ção	inuenção	a	batch_review_unverified
bnf-f0161	c1-l043	1	algũa	28	33	3	gũa	algũa	u	batch_review_unverified
bnf-f0161	c1-l044	1	traição	5	12	5	ção	traição	a	batch_review_unverified
bnf-f0161	c2-l004	1	vſão	0	4	2	ſão	vſão	a	batch_review_unverified
bnf-f0161	c2-l004	2	Iapão	8	13	3	pão	Iapão	a	batch_review_unverified
bnf-f0161	c2-l008	1	Hũa	7	10	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0161	c2-l027	1	algũa	20	25	3	gũa	algũa	u	batch_review_unverified
bnf-f0161	c2-l028	1	eſtalão	21	28	5	lão	eſtalão	a	batch_review_unverified
bnf-f0161	c2-l035	1	melão	0	5	3	lão	melão	a	batch_review_unverified
bnf-f0161	c2-l036	1	mãos	0	4	1	mão	mãos	a	batch_review_unverified
bnf-f0161	c2-l041	1	eſtalão	25	32	5	lão	eſtalão	a	batch_review_unverified
bnf-f0161	c2-l042	1	golfão	17	23	4	fão	golfão	a	batch_review_unverified
bnf-f0161	c2-l042	2	golfão	36	42	4	fão	golfão	a	batch_review_unverified
bnf-f0161	c2-l046	1	fão	0	3	1	fão	fão	a	batch_review_unverified
bnf-f0162	c1-l011	1	gũa	0	3	1	gũa	gũa	u	batch_review_unverified
bnf-f0162	c1-l014	1	Hũa	10	13	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0162	c1-l020	1	Iapão	9	14	3	pão	Iapão	a	batch_review_unverified
bnf-f0162	c1-l021	1	Lũa	0	3	1	Lũa	Lũa	u	batch_review_unverified
bnf-f0162	c1-l025	1	algũa	13	18	3	gũa	algũa	u	batch_review_unverified
bnf-f0162	c1-l025	2	embarcação	19	29	8	ção	embarcação	a	batch_review_unverified
bnf-f0162	c1-l031	1	pouſão	28	34	4	ſão	pouſão	a	batch_review_unverified
bnf-f0162	c1-l041	1	Hũa	30	33	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0162	c2-l005	1	irmão	21	26	3	mão	irmão	a	batch_review_unverified
bnf-f0162	c2-l014	1	hũa	35	38	1	hũa	hũa	u	batch_review_unverified
bnf-f0162	c2-l018	1	grãos	26	31	2	rão	grãos	a	batch_review_unverified
bnf-f0162	c2-l018	2	latão	35	40	3	tão	latão	a	batch_review_unverified
bnf-f0162	c2-l021	1	Carão	22	27	3	rão	Carão	a	batch_review_unverified
bnf-f0162	c2-l025	1	não	14	17	1	não	não	a	batch_review_unverified
bnf-f0162	c2-l026	1	Iapão	37	42	3	pão	Iapão	a	batch_review_unverified
bnf-f0163	c1-l018	1	quebrão	8	15	5	rão	quebrão	a	batch_review_unverified
bnf-f0163	c1-l023	1	falcão	8	14	4	cão	falcão	a	batch_review_unverified
bnf-f0163	c1-l028	1	Caãs	33	37	2	aãs	Caãs	a	batch_review_unverified
bnf-f0163	c1-l043	1	laã	8	11	2	aã	laã	a	batch_review_unverified
bnf-f0163	c2-l002	1	Iapão	20	25	3	pão	Iapão	a	batch_review_unverified
bnf-f0163	c2-l016	1	eſtão	34	39	3	tão	eſtão	a	batch_review_unverified
bnf-f0163	c2-l017	1	não	9	12	1	não	não	a	batch_review_unverified
bnf-f0163	c2-l018	1	Calções	12	19	4	çõe	Calções	o	batch_review_unverified
bnf-f0163	c2-l029	1	Iapão	32	37	3	pão	Iapão	a	batch_review_unverified
bnf-f0164	c1-l001	1	Carão	8	13	3	rão	Carão	a	batch_review_unverified
bnf-f0164	c1-l003	1	Hũa	21	24	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0164	c1-l006	1	vão	22	25	1	vão	vão	a	batch_review_unverified
bnf-f0164	c1-l008	1	Iapão	26	31	3	pão	Iapão	a	batch_review_unverified
bnf-f0164	c1-l010	1	hũa	34	37	1	hũa	hũa	u	batch_review_unverified
bnf-f0164	c1-l039	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0164	c1-l040	1	hũas	38	42	1	hũa	hũas	u	batch_review_unverified
bnf-f0164	c1-l041	1	rechação	20	28	6	ção	rechação	a	batch_review_unverified
bnf-f0164	c1-l041	2	hũa	33	36	1	hũa	hũa	u	batch_review_unverified
bnf-f0164	c1-l047	1	brincão	27	34	5	cão	brincão	a	batch_review_unverified
bnf-f0164	c2-l002	1	algũa	18	23	3	gũa	algũa	u	batch_review_unverified
bnf-f0164	c2-l019	1	não	21	24	1	não	não	a	batch_review_unverified
bnf-f0164	c2-l024	1	algũa	0	5	3	gũa	algũa	u	batch_review_unverified
bnf-f0164	c2-l028	1	Hũa	7	10	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0164	c2-l032	1	Iapão	10	15	3	pão	Iapão	a	batch_review_unverified
bnf-f0164	c2-l044	1	ladrões	0	7	4	rõe	ladrões	o	batch_review_unverified
bnf-f0164	c2-l044	2	apanharão	18	27	7	rão	apanharão	a	batch_review_unverified
bnf-f0164	c2-l046	1	dão	37	40	1	dão	dão	a	batch_review_unverified
bnf-f0165	c1-l005	1	mão	27	30	1	mão	mão	a	batch_review_unverified
bnf-f0165	c1-l007	1	gũa	0	3	1	gũa	gũa	u	batch_review_unverified
bnf-f0165	c1-l007	2	não	14	17	1	não	não	a	batch_review_unverified
bnf-f0165	c1-l009	1	não	31	34	1	não	não	a	batch_review_unverified
bnf-f0165	c1-l010	1	algũa	9	14	3	gũa	algũa	u	batch_review_unverified
bnf-f0165	c1-l014	1	Não	4	7	1	Não	Não	a	batch_review_unverified
bnf-f0165	c1-l015	1	não	23	26	1	não	não	a	batch_review_unverified
bnf-f0165	c1-l016	1	não	37	40	1	não	não	a	batch_review_unverified
bnf-f0165	c1-l017	1	ſenão	7	12	3	não	ſenão	a	batch_review_unverified
bnf-f0165	c1-l020	1	golfão	22	28	4	fão	golfão	a	batch_review_unverified
bnf-f0165	c1-l024	1	chão	9	13	2	hão	chão	a	batch_review_unverified
bnf-f0165	c1-l028	1	chão	6	10	2	hão	chão	a	batch_review_unverified
bnf-f0165	c1-l029	1	Hũa	8	11	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0165	c1-l031	1	bação	0	5	3	ção	bação	a	batch_review_unverified
bnf-f0165	c1-l033	1	Repartição	24	34	8	ção	Repartição	a	batch_review_unverified
bnf-f0165	c2-l005	1	hũa	25	28	1	hũa	hũa	u	batch_review_unverified
bnf-f0165	c2-l011	1	Hũa	17	20	1	Hũa	Hũa	u	batch_review_unverified
bnf-f0165	c2-l012	1	Iapão	26	31	3	pão	Iapão	a	batch_review_unverified
bnf-f0165	c2-l018	1	Prouiſão	7	15	6	ſão	Prouiſão	a	batch_review_unverified
bnf-f0165	c2-l019	1	algũa	4	9	3	gũa	algũa	u	batch_review_unverified
bnf-f0165	c2-l019	2	algũa	32	37	3	gũa	algũa	u	batch_review_unverified
bnf-f0165	c2-l021	1	uiſão	0	5	3	ſão	uiſão	a	batch_review_unverified
bnf-f0165	c2-l035	1	Iapão	0	5	3	pão	Iapão	a	batch_review_unverified
bnf-f0165	c2-l040	1	algũa	19	24	3	gũa	algũa	u	batch_review_unverified
bnf-f0165	c2-l041	1	algũa	29	34	3	gũa	algũa	u	batch_review_unverified
bnf-f0165	c2-l046	1	algũa	28	33	3	gũa	algũa	u	batch_review_unverified
bnf-f0166	c1-l001	1	algũa	26	31	3	gũa	algũa	u	batch_review_unverified
bnf-f0166	c1-l004	1	mãos	3	7	1	mão	mãos	a	batch_review_unverified
bnf-f0166	c1-l006	1	algũa	17	22	3	gũa	algũa	u	batch_review_unverified
bnf-f0166	c1-l020	1	algũa	6	11	3	gũa	algũa	u	batch_review_unverified
bnf-f0166	c1-l026	1	inuenção	18	26	6	ção	inuenção	a	batch_review_unverified
bnf-f0166	c1-l029	1	Gauião	9	15	4	ião	Gauião	a	batch_review_unverified
bnf-f0166	c1-l033	1	põe	41	44	1	põe	põe	o	batch_review_unverified
bnf-f0166	c1-l034	1	vão	37	40	1	vão	vão	a	batch_review_unverified
bnf-f0166	c1-l036	1	Repartição	23	33	8	ção	Repartição	a	batch_review_unverified
bnf-f0166	c1-l040	1	hũa	0	3	1	hũa	hũa	u	batch_review_unverified
bnf-f0166	c1-l045	1	vão	8	11	1	vão	vão	a	batch_review_unverified
bnf-f0166	c2-l003	1	hũa	36	39	1	hũa	hũa	u	batch_review_unverified
